frameCount,LBrowH,RBrowH,LEyeH,REyeH,nose,MouseH,MouseW,OriX,OriY,OriZ
9,6.42,6.46,2.88,2.89,7.12,1.17,15.8,-0.02,-0.287,-0.11
10,6.37,6.38,3.27,3.29,6.52,1.15,15.52,-0.03,-0.28,-0.14
11,6.54,6.63,2.72,2.79,6.48,3.22,16.94,-0.03,-0.239,-0.14
12,6.48,6.62,2.72,2.74,6.36,3.2,16.97,0.03,-0.251,-0.13
13,6.32,6.43,3.36,3.42,6.24,3.06,17.0,-0.04,-0.218,-0.14
14,6.64,6.75,3.21,3.25,6.54,2.69,17.29,-0.02,-0.219,-0.16
15,6.52,6.52,3.57,3.62,6.57,1.56,16.98,0.0,-0.229,-0.15
16,6.56,6.59,3.43,3.49,6.83,2.85,16.58,0.04,-0.205,-0.14
17,6.45,6.51,3.51,3.57,6.78,2.25,16.98,0.04,-0.197,-0.14
18,6.62,6.66,3.55,3.6,6.67,2.7,16.25,0.05,-0.19,-0.13
19,6.63,6.7,3.27,3.32,6.44,3.0,15.93,0.06,-0.182,-0.13
20,6.64,6.68,3.54,3.57,6.48,1.57,15.28,0.05,-0.182,-0.12
21,6.51,6.57,3.43,3.45,6.61,1.29,15.1,0.04,-0.185,-0.13
22,6.58,6.66,2.92,2.96,6.69,1.39,16.23,0.01,-0.193,-0.13
23,6.45,6.49,2.9,2.93,6.91,1.22,16.72,-0.02,-0.207,-0.12
24,6.57,6.57,2.72,2.75,7.11,1.07,17.0,-0.07,-0.221,-0.13
25,6.9,6.91,2.6,2.62,6.84,1.15,16.92,-0.1,-0.226,-0.15
26,7.06,7.09,2.84,2.83,6.9,1.15,17.0,-0.1,-0.23,-0.16
27,7.11,7.12,2.48,2.5,6.69,1.13,17.09,-0.12,-0.228,-0.16
28,6.97,6.97,2.54,2.57,6.9,1.07,17.07,-0.13,-0.233,-0.15
29,7.12,7.16,2.65,2.67,6.5,1.16,16.15,-0.09,-0.234,-0.16
30,6.92,6.97,3.32,3.36,6.36,3.13,15.89,-0.08,-0.219,-0.12
31,7.1,7.11,2.46,2.49,6.44,1.84,14.99,-0.05,-0.243,-0.12
32,7.24,7.24,2.92,2.94,6.45,1.86,14.87,-0.05,-0.24,-0.12
33,7.07,7.08,3.14,3.16,6.36,1.61,13.38,-0.05,-0.242,-0.1
34,7.11,7.12,2.83,2.85,6.29,1.28,13.54,-0.02,-0.248,-0.09
35,6.92,6.92,2.94,2.98,6.46,1.62,14.11,-0.03,-0.238,-0.09
36,6.93,6.91,3.1,3.14,6.43,1.76,14.93,-0.02,-0.247,-0.08
37,6.99,6.99,2.66,2.69,6.77,1.98,15.85,-0.01,-0.23,-0.11
38,6.93,6.92,3.39,3.4,6.64,1.48,16.3,-0.01,-0.221,-0.12
39,6.72,6.72,2.8,2.82,6.81,2.88,16.37,0.0,-0.226,-0.12
40,6.51,6.55,3.26,3.29,6.6,3.41,16.1,0.02,-0.223,-0.11
41,6.34,6.37,3.46,3.48,6.4,3.24,16.33,0.03,-0.214,-0.09
42,6.42,6.5,2.76,2.8,6.81,3.46,16.87,0.03,-0.21,-0.1
43,6.48,6.53,3.23,3.29,7.07,3.27,17.0,0.01,-0.206,-0.09
44,6.55,6.58,2.76,2.81,7.0,3.44,17.03,0.03,-0.199,-0.08
45,6.33,6.36,3.14,3.19,6.98,1.37,17.52,-0.01,-0.193,-0.08
46,6.37,6.42,2.72,2.74,7.29,1.37,17.47,0.02,-0.181,-0.09
47,6.32,6.35,3.2,3.17,7.02,1.11,17.0,0.03,-0.165,-0.09
48,6.57,6.61,3.04,3.03,6.97,1.28,16.79,0.05,-0.154,-0.1
49,6.45,6.54,3.21,3.2,6.32,1.79,16.03,0.08,-0.113,-0.06
50,6.69,6.89,3.19,3.21,5.99,1.69,14.85,0.08,-0.091,-0.05
51,6.58,6.76,3.12,3.2,5.95,1.51,14.31,0.06,-0.091,-0.03
52,6.78,6.98,2.86,2.94,5.95,1.69,14.04,0.04,-0.085,-0.02
53,6.49,6.71,3.29,3.34,6.04,3.53,14.81,0.04,-0.074,-0.02
54,6.67,6.99,2.86,2.97,5.47,1.62,13.99,0.04,-0.049,-0.02
55,6.5,6.71,3.45,3.49,5.87,1.88,14.97,0.05,-0.071,-0.03
56,6.53,6.53,3.35,3.37,6.51,1.77,15.91,0.05,-0.109,-0.07
57,6.55,6.54,3.12,3.13,6.93,1.63,16.01,0.05,-0.105,-0.05
58,6.6,6.62,2.86,2.88,6.94,2.6,16.06,0.02,-0.089,-0.06
59,6.72,6.74,2.85,2.9,6.6,2.52,16.21,0.0,-0.091,-0.05
60,6.75,6.75,2.92,2.94,6.67,2.49,16.01,-0.01,-0.091,-0.05
61,6.79,6.8,3.1,3.13,6.71,2.58,16.1,-0.02,-0.094,-0.04
62,6.83,6.85,2.99,2.98,6.74,2.57,15.97,0.0,-0.09,-0.04
63,6.81,6.83,2.83,2.88,6.65,2.61,15.91,0.0,-0.095,-0.02
64,6.86,6.88,2.93,2.97,6.77,2.36,15.8,0.0,-0.098,-0.02
65,6.87,6.88,2.76,2.78,6.58,2.28,15.5,0.01,-0.095,-0.02
66,7.11,7.12,2.63,2.63,6.56,2.27,15.52,0.02,-0.092,-0.04
67,7.0,7.03,2.9,2.92,6.57,2.07,15.46,0.02,-0.096,-0.03
68,6.96,6.98,2.84,2.85,6.57,2.09,15.49,0.02,-0.089,-0.03
69,7.06,7.08,2.85,2.86,6.52,2.02,15.38,0.03,-0.091,-0.03
70,6.94,6.96,2.8,2.8,6.56,2.04,15.38,0.02,-0.089,-0.03
71,6.92,6.94,2.7,2.73,6.48,1.92,15.29,0.03,-0.095,-0.02
72,6.92,6.93,2.74,2.75,6.52,1.9,15.26,0.02,-0.094,-0.02
73,6.92,6.93,2.74,2.75,6.52,1.9,15.26,0.02,-0.094,-0.02
74,6.92,6.93,2.74,2.75,6.52,1.9,15.26,0.02,-0.094,-0.02
75,6.92,6.93,2.74,2.75,6.52,1.9,15.26,0.02,-0.094,-0.02
1,6.55,6.53,2.71,2.73,6.91,1.26,15.01,-0.07,-0.295,-0.09
2,6.39,6.36,3.03,3.04,6.98,1.14,15.52,-0.06,-0.291,-0.1
3,6.61,6.67,3.24,3.27,6.49,1.61,14.88,-0.06,-0.286,-0.09
4,6.59,6.6,2.5,2.54,7.03,1.53,14.55,-0.05,-0.294,-0.09
5,6.55,6.54,2.51,2.56,7.32,1.46,14.05,-0.04,-0.306,-0.09
6,6.44,6.49,2.61,2.66,7.19,1.64,13.78,-0.03,-0.294,-0.08
7,6.46,6.51,2.79,2.83,7.11,1.73,13.86,-0.04,-0.288,-0.08
8,6.36,6.44,3.24,3.27,7.31,2.56,14.78,-0.03,-0.279,-0.08
9,6.51,6.63,2.52,2.55,6.74,2.44,15.98,0.01,-0.273,-0.1
10,6.31,6.42,2.8,2.81,7.0,1.47,15.58,0.0,-0.288,-0.12
11,6.52,6.56,3.17,3.16,6.53,1.06,14.92,-0.01,-0.287,-0.15
12,6.37,6.43,3.07,3.08,6.5,1.08,16.45,-0.02,-0.268,-0.15
13,6.45,6.57,2.75,2.75,6.62,3.41,16.67,0.01,-0.243,-0.14
14,6.64,6.8,3.12,3.18,6.08,3.14,17.2,-0.01,-0.228,-0.15
15,6.52,6.63,3.25,3.27,6.48,2.54,16.88,0.0,-0.229,-0.16
16,6.52,6.56,3.34,3.4,6.56,1.96,17.38,0.02,-0.227,-0.16
17,6.52,6.55,3.46,3.51,6.83,1.49,17.14,0.02,-0.208,-0.15
18,6.58,6.63,3.71,3.76,6.58,2.38,17.03,0.04,-0.191,-0.14
19,6.56,6.6,3.52,3.58,6.47,3.07,15.86,0.06,-0.187,-0.13
